#alpha(x) =  0.500  beta(v) =  0.700  delta (t) = 0.050#Free stream: density =  1.000  velocity = -1.000  temperature =  1.000  #Execution time =   122.07 s
#vxmax=   7.00  vxmin=  -7.00  vymax=   7.00  vymin=  -7.00  vzmax=   7.00  vzmin=  -7.00
x, t=      0.0, t=      5.0, t=     10.0, t=     15.0, t=     20.0, t=     25.0, t=     30.0, t=     35.0, t=     40.0, t=     45.0, t=     50.0,
  0.000000E+00,     1.000000E+00,     1.898201E+00,     1.888497E+00,     1.884067E+00,     1.882321E+00,     1.881535E+00,     1.881161E+00,     1.880995E+00,     1.880946E+00,     1.880969E+00,     1.881037E+00,
  5.000000E-01,     1.000000E+00,     1.894603E+00,     1.888010E+00,     1.883891E+00,     1.882239E+00,     1.881494E+00,     1.881140E+00,     1.880984E+00,     1.880942E+00,     1.880969E+00,     1.881040E+00,
  1.000000E+00,     1.000000E+00,     1.885732E+00,     1.886756E+00,     1.883436E+00,     1.882027E+00,     1.881386E+00,     1.881084E+00,     1.880958E+00,     1.880933E+00,     1.880970E+00,     1.881046E+00,
  1.500000E+00,     1.000000E+00,     1.872140E+00,     1.884846E+00,     1.882733E+00,     1.881697E+00,     1.881218E+00,     1.880998E+00,     1.880917E+00,     1.880918E+00,     1.880971E+00,     1.881058E+00,
  2.000000E+00,     1.000000E+00,     1.853973E+00,     1.882436E+00,     1.881832E+00,     1.881268E+00,     1.880999E+00,     1.880886E+00,     1.880863E+00,     1.880899E+00,     1.880974E+00,     1.881074E+00,
  2.500000E+00,     1.000000E+00,     1.830616E+00,     1.879692E+00,     1.880788E+00,     1.880765E+00,     1.880740E+00,     1.880753E+00,     1.880802E+00,     1.880880E+00,     1.880980E+00,     1.881096E+00,
  3.000000E+00,     1.000000E+00,     1.800533E+00,     1.876768E+00,     1.879668E+00,     1.880213E+00,     1.880454E+00,     1.880607E+00,     1.880736E+00,     1.880861E+00,     1.880991E+00,     1.881126E+00,
  3.500000E+00,     1.000000E+00,     1.761424E+00,     1.873773E+00,     1.878536E+00,     1.879643E+00,     1.880156E+00,     1.880457E+00,     1.880670E+00,     1.880847E+00,     1.881008E+00,     1.881163E+00,
  4.000000E+00,     1.000000E+00,     1.710747E+00,     1.870750E+00,     1.877451E+00,     1.879083E+00,     1.879861E+00,     1.880310E+00,     1.880610E+00,     1.880840E+00,     1.881034E+00,     1.881210E+00,
  4.500000E+00,     1.000000E+00,     1.646678E+00,     1.867651E+00,     1.876465E+00,     1.878560E+00,     1.879584E+00,     1.880175E+00,     1.880560E+00,     1.880843E+00,     1.881070E+00,     1.881267E+00,
  5.000000E+00,     1.000000E+00,     1.569361E+00,     1.864321E+00,     1.875617E+00,     1.878101E+00,     1.879339E+00,     1.880060E+00,     1.880526E+00,     1.880859E+00,     1.881118E+00,     1.881336E+00,
  5.500000E+00,     1.000000E+00,     1.481938E+00,     1.860474E+00,     1.874930E+00,     1.877724E+00,     1.879138E+00,     1.879973E+00,     1.880512E+00,     1.880892E+00,     1.881181E+00,     1.881418E+00,
  6.000000E+00,     1.000000E+00,     1.390550E+00,     1.855673E+00,     1.874412E+00,     1.877445E+00,     1.878993E+00,     1.879921E+00,     1.880523E+00,     1.880943E+00,     1.881260E+00,     1.881514E+00,
  6.500000E+00,     1.000000E+00,     1.302827E+00,     1.849294E+00,     1.874056E+00,     1.877274E+00,     1.878910E+00,     1.879909E+00,     1.880561E+00,     1.881017E+00,     1.881356E+00,     1.881625E+00,
  7.000000E+00,     1.000000E+00,     1.225462E+00,     1.840497E+00,     1.873837E+00,     1.877217E+00,     1.878897E+00,     1.879942E+00,     1.880632E+00,     1.881114E+00,     1.881472E+00,     1.881753E+00,
  7.500000E+00,     1.000000E+00,     1.162295E+00,     1.828184E+00,     1.873713E+00,     1.877272E+00,     1.878955E+00,     1.880023E+00,     1.880736E+00,     1.881237E+00,     1.881608E+00,     1.881897E+00,
  8.000000E+00,     1.000000E+00,     1.113930E+00,     1.810978E+00,     1.873623E+00,     1.877434E+00,     1.879086E+00,     1.880153E+00,     1.880875E+00,     1.881386E+00,     1.881765E+00,     1.882059E+00,
  8.500000E+00,     1.000000E+00,     1.078666E+00,     1.787243E+00,     1.873489E+00,     1.877694E+00,     1.879287E+00,     1.880332E+00,     1.881051E+00,     1.881563E+00,     1.881943E+00,     1.882238E+00,
  9.000000E+00,     1.000000E+00,     1.053818E+00,     1.755188E+00,     1.873204E+00,     1.878041E+00,     1.879555E+00,     1.880560E+00,     1.881262E+00,     1.881766E+00,     1.882143E+00,     1.882435E+00,
  9.500000E+00,     1.000000E+00,     1.036683E+00,     1.713117E+00,     1.872633E+00,     1.878457E+00,     1.879885E+00,     1.880834E+00,     1.881507E+00,     1.881996E+00,     1.882364E+00,     1.882650E+00,
  1.000000E+01,     1.000000E+00,     1.025007E+00,     1.659870E+00,     1.871597E+00,     1.878925E+00,     1.880268E+00,     1.881150E+00,     1.881785E+00,     1.882252E+00,     1.882606E+00,     1.882881E+00,
  1.050000E+01,     1.000000E+00,     1.017093E+00,     1.595429E+00,     1.869865E+00,     1.879426E+00,     1.880698E+00,     1.881504E+00,     1.882094E+00,     1.882533E+00,     1.882867E+00,     1.883129E+00,
  1.100000E+01,     1.000000E+00,     1.011732E+00,     1.521504E+00,     1.867127E+00,     1.879937E+00,     1.881165E+00,     1.881892E+00,     1.882430E+00,     1.882835E+00,     1.883146E+00,     1.883391E+00,
  1.150000E+01,     1.000000E+00,     1.008092E+00,     1.441761E+00,     1.862975E+00,     1.880434E+00,     1.881661E+00,     1.882307E+00,     1.882791E+00,     1.883158E+00,     1.883443E+00,     1.883668E+00,
  1.200000E+01,     1.000000E+00,     1.005612E+00,     1.361339E+00,     1.856867E+00,     1.880889E+00,     1.882177E+00,     1.882745E+00,     1.883171E+00,     1.883499E+00,     1.883754E+00,     1.883958E+00,
  1.250000E+01,     1.000000E+00,     1.003913E+00,     1.285665E+00,     1.848095E+00,     1.881272E+00,     1.882704E+00,     1.883200E+00,     1.883568E+00,     1.883854E+00,     1.884079E+00,     1.884259E+00,
  1.300000E+01,     1.000000E+00,     1.002742E+00,     1.219058E+00,     1.835748E+00,     1.881542E+00,     1.883232E+00,     1.883665E+00,     1.883978E+00,     1.884221E+00,     1.884414E+00,     1.884570E+00,
  1.350000E+01,     1.000000E+00,     1.001931E+00,     1.163839E+00,     1.818687E+00,     1.881653E+00,     1.883756E+00,     1.884136E+00,     1.884396E+00,     1.884598E+00,     1.884758E+00,     1.884888E+00,
  1.400000E+01,     1.000000E+00,     1.001367E+00,     1.120281E+00,     1.795554E+00,     1.881542E+00,     1.884265E+00,     1.884607E+00,     1.884819E+00,     1.884981E+00,     1.885109E+00,     1.885213E+00,
  1.450000E+01,     1.000000E+00,     1.000971E+00,     1.087215E+00,     1.764848E+00,     1.881127E+00,     1.884754E+00,     1.885074E+00,     1.885242E+00,     1.885366E+00,     1.885464E+00,     1.885543E+00,
  1.500000E+01,     1.000000E+00,     1.000692E+00,     1.062787E+00,     1.725100E+00,     1.880298E+00,     1.885215E+00,     1.885533E+00,     1.885663E+00,     1.885753E+00,     1.885820E+00,     1.885875E+00,
  1.550000E+01,     1.000000E+00,     1.000495E+00,     1.045062E+00,     1.675216E+00,     1.878908E+00,     1.885640E+00,     1.885980E+00,     1.886079E+00,     1.886137E+00,     1.886177E+00,     1.886207E+00,
  1.600000E+01,     1.000000E+00,     1.000354E+00,     1.032335E+00,     1.614952E+00,     1.876757E+00,     1.886021E+00,     1.886411E+00,     1.886485E+00,     1.886516E+00,     1.886531E+00,     1.886539E+00,
  1.650000E+01,     1.000000E+00,     1.000254E+00,     1.023245E+00,     1.545428E+00,     1.873574E+00,     1.886348E+00,     1.886825E+00,     1.886881E+00,     1.886889E+00,     1.886881E+00,     1.886869E+00,
  1.700000E+01,     1.000000E+00,     1.000183E+00,     1.016762E+00,     1.469436E+00,     1.868995E+00,     1.886609E+00,     1.887218E+00,     1.887264E+00,     1.887253E+00,     1.887225E+00,     1.887194E+00,
  1.750000E+01,     1.000000E+00,     1.000131E+00,     1.012135E+00,     1.391243E+00,     1.862532E+00,     1.886788E+00,     1.887590E+00,     1.887632E+00,     1.887606E+00,     1.887562E+00,     1.887514E+00,
  1.800000E+01,     1.000000E+00,     1.000095E+00,     1.008824E+00,     1.315760E+00,     1.853543E+00,     1.886865E+00,     1.887938E+00,     1.887984E+00,     1.887947E+00,     1.887889E+00,     1.887827E+00,
  1.850000E+01,     1.000000E+00,     1.000068E+00,     1.006446E+00,     1.247369E+00,     1.841201E+00,     1.886810E+00,     1.888261E+00,     1.888319E+00,     1.888276E+00,     1.888207E+00,     1.888133E+00,
  1.900000E+01,     1.000000E+00,     1.000049E+00,     1.004732E+00,     1.188937E+00,     1.824465E+00,     1.886586E+00,     1.888558E+00,     1.888635E+00,     1.888590E+00,     1.888513E+00,     1.888429E+00,
  1.950000E+01,     1.000000E+00,     1.000035E+00,     1.003490E+00,     1.141479E+00,     1.802082E+00,     1.886138E+00,     1.888827E+00,     1.888934E+00,     1.888889E+00,     1.888808E+00,     1.888716E+00,
  2.000000E+01,     1.000000E+00,     1.000025E+00,     1.002587E+00,     1.104467E+00,     1.772646E+00,     1.885395E+00,     1.889066E+00,     1.889213E+00,     1.889173E+00,     1.889089E+00,     1.888992E+00,
  2.050000E+01,     1.000000E+00,     1.000018E+00,     1.001926E+00,     1.076460E+00,     1.734744E+00,     1.884256E+00,     1.889274E+00,     1.889475E+00,     1.889441E+00,     1.889358E+00,     1.889258E+00,
  2.100000E+01,     1.000000E+00,     1.000013E+00,     1.001441E+00,     1.055704E+00,     1.687238E+00,     1.882583E+00,     1.889446E+00,     1.889717E+00,     1.889694E+00,     1.889613E+00,     1.889511E+00,
  2.150000E+01,     1.000000E+00,     1.000009E+00,     1.001083E+00,     1.040523E+00,     1.629686E+00,     1.880191E+00,     1.889578E+00,     1.889942E+00,     1.889931E+00,     1.889855E+00,     1.889753E+00,
  2.200000E+01,     1.000000E+00,     1.000006E+00,     1.000818E+00,     1.029501E+00,     1.562834E+00,     1.876826E+00,     1.889662E+00,     1.890148E+00,     1.890153E+00,     1.890083E+00,     1.889983E+00,
  2.250000E+01,     1.000000E+00,     1.000004E+00,     1.000620E+00,     1.021525E+00,     1.488971E+00,     1.872147E+00,     1.889690E+00,     1.890337E+00,     1.890360E+00,     1.890297E+00,     1.890201E+00,
  2.300000E+01,     1.000000E+00,     1.000003E+00,     1.000472E+00,     1.015754E+00,     1.411877E+00,     1.865697E+00,     1.889647E+00,     1.890509E+00,     1.890552E+00,     1.890499E+00,     1.890407E+00,
  2.350000E+01,     1.000000E+00,     1.000002E+00,     1.000360E+00,     1.011574E+00,     1.336199E+00,     1.856875E+00,     1.889515E+00,     1.890663E+00,     1.890730E+00,     1.890687E+00,     1.890601E+00,
  2.400000E+01,     1.000000E+00,     1.000001E+00,     1.000276E+00,     1.008538E+00,     1.266381E+00,     1.844903E+00,     1.889266E+00,     1.890800E+00,     1.890895E+00,     1.890862E+00,     1.890784E+00,
