 -10, -10,  5.417942E-18
  -9, -10,  1.404310E-16
  -8, -10,  2.229909E-15
  -7, -10,  2.169237E-14
  -6, -10,  1.292774E-13
  -5, -10,  4.719914E-13
  -4, -10,  1.055701E-12
  -3, -10,  1.446585E-12
  -2, -10,  1.214346E-12
  -1, -10,  6.245059E-13
   0, -10,  1.967553E-13
   1, -10,  3.797624E-14
   2, -10,  4.490485E-15
   3, -10,  3.252897E-16
   4, -10,  1.443587E-17
   5, -10,  3.924744E-19
   6, -10,  6.536954E-21
   7, -10,  6.670144E-23
   8, -10,  4.169565E-25
   9, -10,  1.596768E-27
  10, -10,  3.746182E-30
 -10,  -9,  5.694757E-16
  -9,  -9,  1.476059E-14
  -8,  -9,  2.343840E-13
  -7,  -9,  2.280068E-12
  -6,  -9,  1.358825E-11
  -5,  -9,  4.961065E-11
  -4,  -9,  1.109640E-10
  -3,  -9,  1.520494E-10
  -2,  -9,  1.276389E-10
  -1,  -9,  6.564133E-11
   0,  -9,  2.068079E-11
   1,  -9,  3.991653E-12
   2,  -9,  4.719914E-13
   3,  -9,  3.419094E-14
   4,  -9,  1.517343E-15
   5,  -9,  4.125268E-17
   6,  -9,  6.870941E-19
   7,  -9,  7.010937E-21
   8,  -9,  4.382597E-23
   9,  -9,  1.678351E-25
  10,  -9,  3.937583E-28
 -10,  -8,  3.667006E-14
  -9,  -8,  9.504739E-13
  -8,  -8,  1.509261E-11
  -7,  -8,  1.468197E-10
  -6,  -8,  8.749839E-10
  -5,  -8,  3.194563E-09
  -4,  -8,  7.145267E-09
  -3,  -8,  9.790869E-09
  -2,  -8,  8.219014E-09
  -1,  -8,  4.226821E-09
   0,  -8,  1.331692E-09
   1,  -8,  2.570333E-10
   2,  -8,  3.039279E-11
   3,  -8,  2.201646E-12
   4,  -8,  9.770578E-14
   5,  -8,  2.656371E-15
   6,  -8,  4.424383E-17
   7,  -8,  4.514530E-19
   8,  -8,  2.822072E-21
   9,  -8,  1.080735E-23
  10,  -8,  2.535515E-26
 -10,  -7,  1.446585E-12
  -9,  -7,  3.749492E-11
  -8,  -7,  5.953833E-10
  -7,  -7,  5.791841E-09
  -6,  -7,  3.451694E-08
  -5,  -7,  1.260212E-07
  -4,  -7,  2.818712E-07
  -3,  -7,  3.862366E-07
  -2,  -7,  3.242290E-07
  -1,  -7,  1.667424E-07
   0,  -7,  5.253345E-08
   1,  -7,  1.013962E-08
   2,  -7,  1.198955E-09
   3,  -7,  8.685200E-11
   4,  -7,  3.854362E-12
   5,  -7,  1.047903E-13
   6,  -7,  1.745360E-15
   7,  -7,  1.780922E-17
   8,  -7,  1.113269E-19
   9,  -7,  4.263355E-22
  10,  -7,  1.000227E-24
 -10,  -6,  3.496003E-11
  -9,  -6,  9.061506E-10
  -8,  -6,  1.438880E-08
  -7,  -6,  1.399731E-07
  -6,  -6,  8.341808E-07
  -5,  -6,  3.045591E-06
  -4,  -6,  6.812062E-06
  -3,  -6,  9.334292E-06
  -2,  -6,  7.835737E-06
  -1,  -6,  4.029712E-06
   0,  -6,  1.269591E-06
   1,  -6,  2.450470E-07
   2,  -6,  2.897549E-08
   3,  -6,  2.098977E-09
   4,  -6,  9.314948E-11
   5,  -6,  2.532496E-12
   6,  -6,  4.218061E-14
   7,  -6,  4.304004E-16
   8,  -6,  2.690470E-18
   9,  -6,  1.030337E-20
  10,  -6,  2.417277E-23
 -10,  -5,  5.176014E-10
  -9,  -5,  1.341603E-08
  -8,  -5,  2.130337E-07
  -7,  -5,  2.072374E-06
  -6,  -5,  1.235048E-05
  -5,  -5,  4.509155E-05
  -4,  -5,  1.008561E-04
  -3,  -5,  1.381990E-04
  -2,  -5,  1.160121E-04
  -1,  -5,  5.966198E-05
   0,  -5,  1.879696E-05
   1,  -5,  3.628049E-06
   2,  -5,  4.289971E-07
   3,  -5,  3.107645E-08
   4,  -5,  1.379126E-09
   5,  -5,  3.749492E-11
   6,  -5,  6.245059E-13
   7,  -5,  6.372302E-15
   8,  -5,  3.983381E-17
   9,  -5,  1.525468E-19
  10,  -5,  3.578903E-22
 -10,  -4,  4.694775E-09
  -9,  -4,  1.216868E-07
  -8,  -4,  1.932269E-06
  -7,  -4,  1.879696E-05
  -6,  -4,  1.120220E-04
  -5,  -4,  4.089917E-04
  -4,  -4,  9.147904E-04
  -3,  -4,  1.253500E-03
  -2,  -4,  1.052259E-03
  -1,  -4,  5.411491E-04
   0,  -4,  1.704931E-04
   1,  -4,  3.290731E-05
   2,  -4,  3.891112E-06
   3,  -4,  2.818712E-07
   4,  -4,  1.250902E-08
   5,  -4,  3.400884E-10
   6,  -4,  5.664425E-12
   7,  -4,  5.779838E-14
   8,  -4,  3.613027E-16
   9,  -4,  1.383638E-18
  10,  -4,  3.246155E-21
 -10,  -3,  2.608734E-08
  -9,  -3,  6.761738E-07
  -8,  -3,  1.073699E-05
  -7,  -3,  1.044486E-04
  -6,  -3,  6.224697E-04
  -5,  -3,  2.272634E-03
  -4,  -3,  5.083193E-03
  -3,  -3,  6.965293E-03
  -2,  -3,  5.847064E-03
  -1,  -3,  3.006990E-03
   0,  -3,  9.473749E-04
   1,  -3,  1.828553E-04
   2,  -3,  2.162165E-05
   3,  -3,  1.566267E-06
   4,  -3,  6.950858E-08
   5,  -3,  1.889761E-09
   6,  -3,  3.147537E-11
   7,  -3,  3.211668E-13
   8,  -3,  2.007642E-15
   9,  -3,  7.688426E-18
  10,  -3,  1.803783E-20
 -10,  -2,  8.880564E-08
  -9,  -2,  2.301808E-06
  -8,  -2,  3.655050E-05
  -7,  -2,  3.555603E-04
  -6,  -2,  2.118990E-03
  -5,  -2,  7.736425E-03
  -4,  -2,  1.730403E-02
  -3,  -2,  2.371101E-02
  -2,  -2,  1.990438E-02
  -1,  -2,  1.023629E-02
   0,  -2,  3.225022E-03
   1,  -2,  6.224697E-04
   2,  -2,  7.360367E-05
   3,  -2,  5.331832E-06
   4,  -2,  2.366187E-07
   5,  -2,  6.433059E-09
   6,  -2,  1.071474E-10
   7,  -2,  1.093305E-12
   8,  -2,  6.834346E-15
   9,  -2,  2.617268E-17
  10,  -2,  6.140377E-20
 -10,  -1,  1.852026E-07
  -9,  -1,  4.800379E-06
  -8,  -1,  7.622541E-05
  -7,  -1,  7.415146E-04
  -6,  -1,  4.419116E-03
  -5,  -1,  1.613417E-02
  -4,  -1,  3.608725E-02
  -3,  -1,  4.944889E-02
  -2,  -1,  4.151022E-02
  -1,  -1,  2.134761E-02
   0,  -1,  6.725724E-03
   1,  -1,  1.298149E-03
   2,  -1,  1.534991E-04
   3,  -1,  1.111944E-05
   4,  -1,  4.934641E-07
   5,  -1,  1.341603E-08
   6,  -1,  2.234540E-10
   7,  -1,  2.280068E-12
   8,  -1,  1.425291E-14
   9,  -1,  5.458265E-17
  10,  -1,  1.280565E-19
 -10,   0,  2.366187E-07
  -9,   0,  6.133067E-06
  -8,   0,  9.738721E-05
  -7,   0,  9.473749E-04
  -6,   0,  5.645957E-03
  -5,   0,  2.061336E-02
  -4,   0,  4.610584E-02
  -3,   0,  6.317696E-02
  -2,   0,  5.303434E-02
  -1,   0,  2.727416E-02
   0,   0,  8.592929E-03
   1,   0,  1.658543E-03
   2,   0,  1.961138E-04
   3,   0,  1.420643E-05
   4,   0,  6.304603E-07
   5,   0,  1.714060E-08
   6,   0,  2.854896E-10
   7,   0,  2.913064E-12
   8,   0,  1.820982E-14
   9,   0,  6.973595E-17
  10,   0,  1.636077E-19
 -10,   1,  1.852026E-07
  -9,   1,  4.800379E-06
  -8,   1,  7.622541E-05
  -7,   1,  7.415146E-04
  -6,   1,  4.419116E-03
  -5,   1,  1.613417E-02
  -4,   1,  3.608725E-02
  -3,   1,  4.944889E-02
  -2,   1,  4.151022E-02
  -1,   1,  2.134761E-02
   0,   1,  6.725724E-03
   1,   1,  1.298149E-03
   2,   1,  1.534991E-04
   3,   1,  1.111944E-05
   4,   1,  4.934641E-07
   5,   1,  1.341603E-08
   6,   1,  2.234540E-10
   7,   1,  2.280068E-12
   8,   1,  1.425291E-14
   9,   1,  5.458265E-17
  10,   1,  1.280565E-19
 -10,   2,  8.880564E-08
  -9,   2,  2.301808E-06
  -8,   2,  3.655050E-05
  -7,   2,  3.555603E-04
  -6,   2,  2.118990E-03
  -5,   2,  7.736425E-03
  -4,   2,  1.730403E-02
  -3,   2,  2.371101E-02
  -2,   2,  1.990438E-02
  -1,   2,  1.023629E-02
   0,   2,  3.225022E-03
   1,   2,  6.224697E-04
   2,   2,  7.360367E-05
   3,   2,  5.331832E-06
   4,   2,  2.366187E-07
   5,   2,  6.433059E-09
   6,   2,  1.071474E-10
   7,   2,  1.093305E-12
   8,   2,  6.834346E-15
   9,   2,  2.617268E-17
  10,   2,  6.140377E-20
 -10,   3,  2.608734E-08
  -9,   3,  6.761738E-07
  -8,   3,  1.073699E-05
  -7,   3,  1.044486E-04
  -6,   3,  6.224697E-04
  -5,   3,  2.272634E-03
  -4,   3,  5.083193E-03
  -3,   3,  6.965293E-03
  -2,   3,  5.847064E-03
  -1,   3,  3.006990E-03
   0,   3,  9.473749E-04
   1,   3,  1.828553E-04
   2,   3,  2.162165E-05
   3,   3,  1.566267E-06
   4,   3,  6.950858E-08
   5,   3,  1.889761E-09
   6,   3,  3.147537E-11
   7,   3,  3.211668E-13
   8,   3,  2.007642E-15
   9,   3,  7.688426E-18
  10,   3,  1.803783E-20
 -10,   4,  4.694775E-09
  -9,   4,  1.216868E-07
  -8,   4,  1.932269E-06
  -7,   4,  1.879696E-05
  -6,   4,  1.120220E-04
  -5,   4,  4.089917E-04
  -4,   4,  9.147904E-04
  -3,   4,  1.253500E-03
  -2,   4,  1.052259E-03
  -1,   4,  5.411491E-04
   0,   4,  1.704931E-04
   1,   4,  3.290731E-05
   2,   4,  3.891112E-06
   3,   4,  2.818712E-07
   4,   4,  1.250902E-08
   5,   4,  3.400884E-10
   6,   4,  5.664425E-12
   7,   4,  5.779838E-14
   8,   4,  3.613027E-16
   9,   4,  1.383638E-18
  10,   4,  3.246155E-21
 -10,   5,  5.176014E-10
  -9,   5,  1.341603E-08
  -8,   5,  2.130337E-07
  -7,   5,  2.072374E-06
  -6,   5,  1.235048E-05
  -5,   5,  4.509155E-05
  -4,   5,  1.008561E-04
  -3,   5,  1.381990E-04
  -2,   5,  1.160121E-04
  -1,   5,  5.966198E-05
   0,   5,  1.879696E-05
   1,   5,  3.628049E-06
   2,   5,  4.289971E-07
   3,   5,  3.107645E-08
   4,   5,  1.379126E-09
   5,   5,  3.749492E-11
   6,   5,  6.245059E-13
   7,   5,  6.372302E-15
   8,   5,  3.983381E-17
   9,   5,  1.525468E-19
  10,   5,  3.578903E-22
 -10,   6,  3.496003E-11
  -9,   6,  9.061506E-10
  -8,   6,  1.438880E-08
  -7,   6,  1.399731E-07
  -6,   6,  8.341808E-07
  -5,   6,  3.045591E-06
  -4,   6,  6.812062E-06
